Lemma	Mark	Nature	Description	Formes communes	Code
obseruantia	, ae	NOMcom	Auto. 	obseruantiam, obseruantia	11
obseruatio	, nis	NOMcom	 	obseruatio, obseruatione	13
obseruator		NOMcom	 	obseruator	13
obseruo	, as, are	VER	 	obseruare, obseruari	51
obses	, idis	NOMcom	 	obsides, obsidibus	13
obsessio	, nis	NOMcom	 	obsessionem, obsessionis	13
obsessor	, is	NOMcom	 	obsessores, obsessor	13
obsideo	, es, ere	VER	 	obsidere, obsessis	52
obsidio	, nis	NOMcom	 	obsidione, obsidionem	13
obsidium1	, i	NOMcom	 =OBSIDIO 	obsidium, obsidio	12
obsidium2	, i	NOMcom	 =OBSES 	obsidio	12
obsido	, is, ere	VER	 	obsidere, obsidam	53
obsignator	, is	NOMcom	Auto. 	obsignator, obsignatores	13
obsigno	, as, are	VER	 	obsignata, opsignatas	51
obsisto	, is, ere	VER	 	obsistere, obstitisti	53
obsolefacio		VER	 (forme en 1 ou 2 mots) 	obsolefacta, obsolefacti	55
obsolefio		VER	 	obsolefiebant	56
obsolesco	, is	VER	 	obsoleuit, obsolescit	53
obsolete		ADV	 	obsoletius	60
obsoletus	, a, um	ADJqua	 =VETVS, PRISCVS;COMMVNIS, VVLGARIS 	obsoleta, obsoleti	21
obsolidatus	, a, um	ADJqua	 		21
obsonator	, is	NOMcom	 	obsonatores	13
obsonatus	, us	NOMcom	Auto. 	opsonatu	14
obsonito	, as, are	VER	 	obsonitauere	51
obsonium	, i	NOMcom	 	obsonia, opsonium	12
obsono1	, as	VER	 	opsonatum, opsona	51
obsonor	, ari	VER	Auto. 	opsonari	51
obsorbeo		VER	Auto. 	opsorbeam	52
obstaculum	, i	NOMcom	 		12
obstantia1	, ae	NOMcom	 		11
obstantia2	, s	NOMcom	 	obstantia	13
obstetrix	, cis	NOMcom	 	obstetricem, obstetrix	13
obstinate		ADV	 	obstinate, opstinate	60
obstinatio	, nis	NOMcom	 	obstinationem, obstinatio	13
obstinatus	, a, um	ADJqua	 =CONSTANS, PERTINAX 	obstinatum, obstinata	21
obstino	, as, are	VER	Auto. 	obstinante, opstinauit	51
obstipus	, a, um	ADJqua	 	obstipo, obstipa	21
obsto	, as, are	VER	 (pas de Sous-lemme) 	obstat, obstare	51
obstrepo	, is, ere	VER	 	obstrepit, obstrepere	53
obstrigillo	, as, are	VER	 	obstrigillant	51
obstringo	, is, ere	VER	 	obstrictum, obstrictus	53
obstructio	, nis	NOMcom	Auto. 	obstructio	13
obstruo	, is, ere	VER	 	obstrui, obstruxit	53
obstupefacio		VER	 	obstupefactus, obstupefecerant	55
obstupefio	, eri	VER	 	obstupefieri	56
obstupesco	, is	VER	 	obstipuit, obstipui	53
obsum1	, ss, sse	VER	 	obesse, obest	56
obsuo		VER	Auto. 	obsutum	53
obsurdesco		VER	 	obsurdescimus	53
obtego	, is, ere	VER	 	obtexit, obtectus	53
obtempero	, as, are	VER	 	obtemperare, obtemperari	51
obtendo	, ere	VER	 (pas de Sous-lemme) 	obtendens, obtenderet	53
obtentus	, us	NOMcom	 	obtentui, obtentu	14
obtero	, is, ere	VER	 	obtriti, obterebantur	53
obtestatio	, nis	NOMcom	 	obtestatione, obtestationes	13
obtestor	, aris	VER	 	obtestor, obtestatur	5J
obtexo		VER	Auto. 	obtexitur	53
obticesco	ereere	VER	Auto. 	opticuisti, obticuit	53
obtineo	, es, ere	VER	 (pas de Sous-lemme) 	obtinere, obtinuit	52
obtingo	, ere	VER	 	optigit, obtigisset	53
obtinguo		VER	 	obtigisti	53
obtorpesco		VER	 	obtorpuisse, optorpuisset	53
obtorqueo		VER	 	obtorto, obtorti	52
obtrectatio	, nis	NOMcom	 	obtrectatione, obtrectatio	13
obtrectator	, is	NOMcom	 	obtrectatores, obtrectator	13
obtrecto	, as, are	VER	 	obtrectari, obtrectauerunt	51
obtrudo		VER	 	obtrusa, opstrudamus	53
obtrunco	, as, are	VER	 	obtruncat, obtruncant	51
obtueor	, re, ier	VER	Auto. 	optuerier, optuere	52
obtundo	, is, ere	VER	 	optusus, optunso	53
obturbo2	, as, are	VER	 	obturbabant, obturbauit	51
obturgesco	, is	VER	 	opturgescit	53
obturo	, as	VER	 	opturarier, obturato	51
obtusus	, a, um	ADJqua	 = VERBERATVS, PERCVSSVS;HEBES 	obtusa, obtunsa	21
obtutus	, us	NOMcom	 	obtutu, optutus	14
obuallo	, as, are	VER	Auto. 	obuallatum	51
Obucula	, ae	NOMpro	 	Obuculam	11
obuenio	, is	VER	 	obuenit, obuenerat	54
obuerso		VER	 	obuersantur	5J
obuersor	, aris	VER	 (pas de Sous-lemme) 	obuersabatur, obuersatur	5J
obuersus	, a, um	ADJqua	 	obuersa	21
obuerto	, is	VER	 (pas de Sous-lemme) 	obuersus, obuersis	53
obuiam		ADV	 (forme en 1 ou 2 mots) 	obuiam, obuiamst	60
obuigilo	, as, are	VER	Auto. 	obuigilatost	51
obuius	, a, um	ADJqua	 	obuius, obuia	21
Obultronius	, i	NOMpro	Auto. 	Obultronium, Obultronii	12
obumbro	, as, are	VER	 	obumbrat, obumbrant	51
obuncus	, a, um	ADJqua	 	obunco	21
obuoluo		VER	 	obuoluto, obuoluas	53
obustus	, i	ADJqua	Auto. 	obustis, obusto	2
occaeco	, as	VER	 	occaecat, obcaecatae	51
occalesco		VER	Auto. 	occallui	53
occallesco		VER	 	obcalluit, occalluere	53
occano	, ere	VER	 	occanere, occanunt	53
occasio	, nis	NOMcom	 	occasionem, occasio	13
occasus	, us	NOMcom	 	occasum, occasu	14
occatio	, nis	NOMcom	Auto. 	occatio	13
occator	, is	NOMcom	Auto. 	occatorem	13
occedo1		VER	 (pas de Sous-lemme) 	occesserit, occessisti	53
occendo		VER	Auto. 	occensos	53
occento	, as, are	VER	Auto. 	occentem	51
Occia	, ae	NOMpro	Auto. 	Occiae	11
Occidens		NOMpro	 		13
occidio	, nis	NOMcom	 	occidioni, occidione	13
occido1	, is, ere	VER	 (dérivé de CADO) 	occidit, occidere	53
occido2	, is, ere	VER	 (dérivé de CAEDO) 	occidere, occisus	53
occiduus	, a, um	ADJqua	 	occiduus, occiduo	21
occillo	, as, are	VER	Auto. 	occillet	51
occipio	, is	VER	 	occepi, occepit	55
occipitium	, i	NOMcom	 	occipitio	12
occiput	, itis	NOMcom	 	occipiti	13
occisio	, nis	NOMcom	 	occisio	13
occisus	, a, um	ADJqua	 =PERDITVS, DESPERATVS (Fig.) 	occisissumus	21
occlamito	, as, are	VER	Auto. 	occlamites	51
occludo		VER	 	occlude, occlusis	53
occlusus		ADJqua	Auto. 	occlusissumum	2
occo	, as	VER	 	occat, occato	51
occubo	, as	VER	 	occubat	51
occulco	, as, are	VER	 	occulcato	51
occulo	, is, ere	VER	 	occulit, occultum	53
occultatio	, nis	NOMcom	 	occultatio	13
occultator	, is	NOMcom	Auto. 	occultator	13
occulte		ADV	 	occulte, occultius	60
occulto	, as, are	VER	 	occultare, occultari	51
occultum	, i	NOMcom	 =RES OCCVLTA (Sg.,Pl.) 	occulto, occulta	12
occultus	, a, um	ADJqua	 =LATENS, ABDITVS;FICTVS 	occulta, occultis	21
occumbo	, ere	VER	 	occumbere, occubuere	53
occupatio	, nis	NOMcom	 	occupationes, occupationibus	13
occupatus	, a, um	ADJqua	 =DISTRICTVS, IMPEDITVS NEGOTIO ALIQVO 	occupatus, occupati	21
occupo1		NOMcom	 		13
occupo2	, as, are	VER	 	occupat, occupauit	51
Occupo	, Occuponis	NOMpro	Auto. 	Occuponem	13
occuro	, as, are	VER	 	obcuratum	51
occurro	, is, ere	VER	 	occurrit, occurrere	53
occursatio	, nis	NOMcom	Auto. 	occursatio, occursationes	13
occurso	, as, are	VER	 	occursant, occursare	51
occursus	, us	NOMcom	 	occursu, occursum	14
Oceanitis		NOMpro	Auto. 	Oceanitides	13
oceanus1	, i	NOMcom	 	oceano, oceanum	12
oceanus2	, a, um	ADJqua	 =AD OCEANVM PERTINENS 		21
Oceanus	, i	NOMpro	 		12
Ocella	, ae	NOMpro	Auto. 	Ocellae	11
ocellus	, i	NOMcom	 	ocellos, ocellis	12
Ocelum	, i	NOMpro	Auto. 	Ocelo	12
ochra	, e	NOMcom	 (Greek)		17
Ochus	, i	NOMpro	Auto. 	Ochi, Ocho	12
ocimum	, i	NOMcom	 	ocima	12
ocinum	, i	NOMcom	 	ocinum, ocini	12
ocior		ADJqua	 	ocior	26
ociter		ADV	 	ocius, ocissume	60
ocius		ADV	Auto. 	ocius	6
ocliferius	, a, um	ADJqua	 	ocliferia	21
oclopeta	, ae	NOMcom	Auto. 	oclopetam	11
Ocnus	, i	NOMpro	Auto. 	Ocno, Ocnus	12
ocrea	, ae	NOMcom	 	ocreas, Ocreae	11
ocreatus	, a, um	ADJqua	 	ocreatus	21
Ocresia	, ae	NOMpro	Auto. 	Ocresia	11
Ocriculanum	, i	NOMpro	Auto. 	Ocriculano	12
Ocriculanus		ADJqua	Auto. 	Ocriculanam	2
Ocriculum	, i	NOMpro	Auto. 	Ocriculum, Ocriculi	12
octachordos	, i	ADJqua	 (Greek)		27
octans		NOMcom	 		13
octastylos	, i	ADJqua	 (Greek)		27
octauae	, ae	NOMcom	 	octauas	11
Octauia	, ae	NOMpro	 		11
Octauiani	, i	NOMpro	Auto. 	Octauianos, Octauiani	12
Octauianius		ADJqua	Auto. 	Octauiana	2
octauianus_C	, i	NOMcom	 		12
Octauianus	, a, um	ADJqua	 		21
Octauius	, i	NOMpro	 		12
octauus		ADJord	 	octaua, octauam	32
octingentesimus		ADJord	 	octingentesimo, octingentesimum	32
octingenti		ADJcar	 	800, octingenta	31
octipes	, dis	ADJqua	Auto. 	octipedis	2
octo		ADJcar	 	octo, 8	31
October	, ris	ADJqua	 		23
October	, ris	NOMpro	 		13
Octodurus	, i	NOMpro	Auto. 	Octodurus	12
octogenarius	, a, um	ADJqua	 	octogenario	21
octogesimus		ADJord	 	octogesimum, octogensimum	32
octogiens		ADJqua	Auto. 	octogiens	2
octoginta		ADJcar	 	80, octoginta	31
octogonos	, i	ADJqua	 (Greek)		27
octoni		ADJdis	 		33
octonus	, i	ADJqua	Auto. 	octonos, octoni	2
octophoron		NOMcom	 (Greek)	octaphoro	17
octuplum	, i	NOMcom	 	octupli, octuplum	12
octussis	, is	NOMcom	 	octussibus	13
oculatus	, i	ADJqua	Auto. 	oculatae	2
oculeus	, i	ADJqua	Auto. 	oculeus	2
oculissimus	, i	ADJqua	Auto. 	oculissumum, oculissume	2
oculus	, i	NOMcom	 	oculos, oculis	12
odarium	, i	NOMcom	Auto. 	odaria	12
odeum	, i	NOMcom	 		12
odi		VER	 	odit, odisse	53
odiose		ADV	Auto. 	odiose	6
odiossicus		ADJqua	Auto. 	odiossici	2
odiosus	, a, um	ADJqua	 	odiosum, odiosa	21
odium	, i	NOMcom	 	odium, odio	12
odor	, is	NOMcom	 	odore, odor	13
odoratus1	, us	NOMcom	 		14
odoratus2	, a, um	ADJqua	 =ODORIFER 	odoratum, odoratis	21
odorifer	, a, um	ADJqua	 	odoriferis, odoriferam	21
odoro	, as, are	VER	 	odoratus, odorati	51
odoror	, ari	VER	 	odorari, odorabantur	5J
odorus	, a, um	ADJqua	 	odora, odoro	21
Odrysae	, ae	NOMpro	Auto. 	Odrusae, Odrysas	11
Odrysius		ADJqua	Auto. 	Odrysii, Odrysio	2
Odyssea	, ae	NOMpro	 		11
Oeagrius		ADJqua	Auto. 	Oeagrius	2
Oeagrus	, i	NOMpro	Auto. 	Oeagri	12
oeax		NOMcom	 (Greek)		17
Oebalia	, ae	NOMpro	Auto. 	Oebaliae	11
Oebalidae	, ae	NOMpro	Auto. 	Oebalidae	11
Oebalides		NOMpro	Auto. (Greek)	Oebalides	17
Oebalis		NOMpro	Auto. (Greek)	Oebali	17
Oebalius		ADJqua	Auto. 	Oebalii, Oebalia	2
Oebalus	, i	NOMpro	Auto. 	Oebale	12
Oechalia	, ae	NOMpro	Auto. 	Oechaliam, Oechaliae	11
Oeclides		NOMpro	Auto. (Greek)	Oeclides	17
oeconomia	, e	NOMcom	 (Greek)		17
Oeconomicus	, i	NOMpro	Auto. 	Oeconomicus	12
oecus		NOMcom	 (Greek)		17
Oedipus	, i	NOMpro	Auto. 	Oedipus, Oedipodae	12
Oeenses		NOMpro	Auto. 	Oeensium	13
Oeensis		ADJqua	Auto. 	Oeensis	2
Oeneis		NOMpro	Auto. (Greek)	Oenei	17
Oeneus		NOMpro	Auto. (Greek)	Oenea	17
Oenides		NOMpro	Auto. (Greek)	Oenides, Oeniden	17
Oenone	, Oenonis	NOMpro	Auto. (Greek)	Oenone, Oenonen	17
oenophorum	, i	NOMcom	 	oenophorum	12
oenopolium	, i	NOMcom	Auto. 	oenopolio	12
Oenothea	, ae	NOMpro	Auto. 	Oenothea, Oenotheam	11
Oenotrius		ADJqua	Auto. 	Oenotria	2
Oenotrus		ADJqua	Auto. 	Oenotri	2
Oeobazus	, i	NOMpro	Auto. 	Oeobazo	12
oestrus	, i	NOMcom	 (Greek)	oestrum, oestro	17
oesypum	, i	NOMcom	 	oesypa	12
Oeta		NOMpro	 (Greek)		17
Oetaeus		ADJqua	Auto. 	Oetaeis, Oetaeus	2
ofella	, ae	NOMcom	 	ofellae	11
Ofellus	, i	NOMpro	Auto. 	Ofellus, Ofello	12
offa	, ae	NOMcom	 	offam, offas	11
offendiculum	, i	NOMcom	Auto. 	offendicula	12
offendo	, is, ere	VER	 	offendit, offendere	53
offensa	, ae	NOMcom	 	offensa, offensas	11
offensatio	, nis	NOMcom	 	offensationes	13
offensio	, nis	NOMcom	 	offensione, offensionem	13
offensiuncula	, ae	NOMcom	Auto. 	offensiuncula	11
offenso	, are	VER	 	offensantes, offensare	51
offensum	, i	NOMcom	 =ID QVOD LAEDIT 		12
offensus1	, us	NOMcom	 	offensibus, offensus	14
offensus2	, a, um	ADJqua	 =IRATVS, INIMICVS;INVIDIA LABORANS, INVISVS 	offensum, offensi	21
offero	, rs, rre	VER	 	oblata, offerre	56
offerro		VER	Auto. 	offerrentur	56
officina	, ae	NOMcom	 	officina, officinas	11
officinator	, is	NOMcom	 		13
officio	, is, ere	VER	 	officit, officere	55
officiose		ADV	 	officiosissime, officiose	60
officiosus1	, i	NOMcom	 =SERVVS 	officioso	12
officiosus2	, a, um	ADJqua	 	officiosa, officiosior	21
officium	, i	NOMcom	 	officio, officium	12
offigo		VER	 	offigito	53
offirmatus	, i	ADJqua	Auto. 	offirmato	2
offirmo	, as, are	VER	 	offirmatum, offirmare	51
offla	, ae	NOMcom	Auto. 	offla, offlam	11
offoco	, as, are	VER	 	offocantur, offocatur	51
offrenatus	, i	ADJqua	Auto. 	offrenatum	2
offucia	, ae	NOMcom	Auto. 	offuciis	11
offulgeo		VER	Auto. 	offulsit	52
offundo2	, is, ere	VER	 	offusa, offusum	53
Ofonius	, i	NOMpro	Auto. 	Ofonius, Ofonium	12
oggannio		VER	Auto. 	ogganniam	54
Ogulnia	, ae	NOMpro	Auto. 	Ogulnia	11
Ogygius		ADJqua	Auto. 	Ogygio, Ogygii	2
oh		INJ	 	oh	90
ohe		INJ	 	ohe	90
Oileus	, i	NOMpro	Auto. 	Oileus, Oilei	12
Oiliades		NOMpro	Auto. (Greek)	Oiliade	17
olea	, ae	NOMcom	 	oleam, oleae	11
oleagineus	, a, um	ADJqua	 	oleagineos, oleaginea	21
oleaginus	, a, um	ADJqua	 également forme OLEAGINEVS 	oleagina	21
olearius1	, i	NOMcom	 =QVI OLEVM FACIT AVT VENDIT 	olearii	12
olearius2	, a, um	ADJqua	 	olearia, oleariam	21
Olearus	, i	NOMpro	Auto. 	Olearum	12
oleaster	, i	NOMcom	 	oleaster, oleastro	12
oleitas	, tis	NOMcom	 	oleitate, oleitas	13
Olelus	, i	NOMpro	Auto. 	Oleli	12
Olenius		ADJqua	Auto. 	Oleniae, Oleniis	2
Olennius	, i	NOMpro	Auto. 	Olennius	12
olens	, tis	ADJqua	 =ODORIFER, ODOR AT VS 	olentem, olentis	25
Olenus		NOMpro	Auto. (Greek)	Olenos	17
oleo	, es, ere	VER	 	olet, olentis	52
olesco		VER	 (PAS DE Parfait) 		53
oletum1	, i	NOMcom	 	oletum, oleti	12
oletum2	, i	NOMcom	 	oletum	12
oleum	, i	NOMcom	 	oleum, oleo	12
olfacio		VER	 	olfacies, olfecisse	55
olfactus	, us	NOMcom	 		14
olidus	, a, um	ADJqua	 	olidae, olidi	21
olim		ADV	 	olim	60
olitio	, nis	NOMcom	 	olitionem	13
olitor		NOMcom	 	holitoris	13
olitorius	, a, um	ADJqua	 	holitorium	21
oliua	, ae	NOMcom	 	oliuae, oliua	11
oliuetum	, i	NOMcom	 	oliuetum, oliuetis	12
oliuifer		ADJqua	Auto. 	oliuiferae, oliuiferis	2
oliuum	, i	NOMcom	 	oliuo, oliui	12
olla	, ae	NOMcom	Auto. 	aula, olla	11
Ollius	, i	NOMpro	Auto. 	Ollio, Ollium	12
Ollouico		NOMpro	Auto. 	Ollouiconis	13
olo		VER	Auto. 	olunt	53
olor1	, is	NOMcom	 =CYCNVS 	olor, olores	13
olor2		NOMcom	 =ODOR 	olor, olores	13
olorinus	, a, um	ADJqua	 	olorinae	21
olus	, holeris	NOMcom	 	holus, holeribus	13
olusculum	, i	NOMcom	 	holuscula	12
Olympeni	, i	NOMpro	Auto. 	Olympenorum	12
Olympia	, ae	NOMpro	Auto. 	Olympiae, Olympia	11
Olympiacus		ADJqua	Auto. 	Olympiacae	2
Olympias	, Olympiadis	NOMpro	Auto. (Greek)	Olympias, Olympiadi	17
Olympicus	, a, um	ADJqua	 	Olympicum, Olympico	21
Olympion	, Olympionis	NOMpro	Auto. 	Olympio, Olympioni	13
Olympionices		NOMpro	Auto. (Greek)	Olympionices	17
Olympiscus	, i	NOMpro	Auto. 	Olympisce	12
Olympius	, a, um	ADJqua	 		21
Olympus2	, i	NOMpro	 =Mons 		12
Olympus3	, i	NOMpro	 =Vrbs 		12
Olympus	, i	NOMpro	Auto. 	Olympo, Olympum	12
olympusin	, i	NOMcom	 =Vir 		12
Olynthius		ADJqua	Auto. 	Olynthio	2
Olynthus	, i	NOMpro	Auto. 	Olynthi	12
omasum	, i	NOMcom	 	omasi, omaso	12
Ombi	, i	NOMpro	Auto. 	Ombos, Ombis	12
omen	, inis	NOMcom	 	omen, omina	13
omentum	, i	NOMcom	 	omenta, omento	12
ominator	, is	NOMcom	Auto. 	ominator	13
ominor	, ari	VER	 	ominari, ominati	5J
ominosus	, i	ADJqua	Auto. 	ominosa	2
omitto	, is, ere	VER	 	omitto, omissa	53
omnigenus1	, a, um	ADJqua	 	omnigenis, omnigenum	21
omnigenus2		ADV	 	omnigenus	60
omnimodis		ADV	 	omnimodis	60
omnimodus	, a, um	ADJqua	 		21
omnino		ADV	 	omnino	60
omniparens	, tis	ADJqua	 	omniparentis, omniparens	25
omnipatens		ADJqua	 		25
omnipotens	, tis	ADJqua	 	omnipotens, omnipotentis	25
omnis		PROind	 	omnia, omnes	48
omnituens	, tis	ADJqua	 	omnituentes	25
omniuolus	, a, um	ADJqua	 	omniuoli	21
Omphale		NOMpro	Auto. (Greek)	Omphale	17
Omphis		NOMpro	Auto. 	Omphis	13
onager	, i	NOMcom	 	onagros, onagro	12
Onagus	, i	NOMpro	Auto. 	Onagost	12
Onasus	, i	NOMpro	 		12
Onchae	, ae	NOMpro	Auto. 	Onchas	11
oneraria	, ae	NOMcom	 =NAVIS ONERARIA 	onerariae, onerarias	11
onerarius	, a, um	ADJqua	 	onerarias, onerariis	21
oneratus	, a, um	ADJqua	 =PLENVS 	oneratos, oneratis	21
onero	, as, are	VER	 	onerat, onerare	51
onerosus	, a, um	ADJqua	 	onerosum, onerosa	21
Onesicritus	, i	NOMpro	Auto. 	Onesicritus, Onesicrito	12
Onites		NOMpro	Auto. (Greek)	Oniten	17
Onomas	, Onomantis	NOMpro	Auto. 	Onomante	13
Onomastorides		NOMpro	Auto. (Greek)	Onomastorides	17
Onomastus	, i	NOMpro	Auto. 	Onomastum, Onomastus	12
onus	, eris	NOMcom	 	onus, onera	13
onustus	, a, um	ADJqua	 	onusta, onustam	21
onyx	, chis	NOMcom	 (Greek)	onyx	17
opacitas	, tis	NOMcom	 	opacitas	13
opaco	, as	VER	 	opacant, opacat	51
opacum	, i	NOMcom	 =VMBRA (Sg.,Pl.) 	opaca	12
opacus	, a, um	ADJqua	 	opaca, opacae	21
ope		NOMcom	 (Greek)		17
opella	, ae	NOMcom	 	opella	11
opera	, ae	NOMcom	 	operam, opera	11
operans	, tis	ADJqua	 =QVI OPERATVR 		25
operaria	, ae	NOMcom	Auto. 	operaria	11
operarius1	, i	NOMcom	 	operarios, operarii	12
operarius2		ADJqua	Auto. 	operarios	2
operatio	, nis	NOMcom	 		13
operatus	, a, um	ADJqua	 =EFFICAX 	operata	21
operculum	, i	NOMcom	 	operculum, opercula	12
operimentum	, i	NOMcom	 	operimenta	12
operio	, is, ire	VER	 	operito, operit	54
operor	, aris	VER	 	operata, operatum	5J
operose		ADV	 	operose, operosius	60
operosus	, a, um	ADJqua	 	operosa, operosum	21
opertorium	, i	NOMcom	 	opertorium	12
opertum	, i	NOMcom	 =LOCVS CLAVSVS;RES CELATA (Sg.,Pl.) 	operta, opertum	12
opertus1	, us	NOMcom	 		14
opertus2	, a, um	ADJqua	 =CELATVS 	operto, operta	21
Opheltes		NOMpro	Auto. (Greek)	Opheltes	17
Ophionius		ADJqua	Auto. 	Ophionium, Ophionia	2
Ophiuchus	, i	NOMpro	Auto. 	Ophiuchus	12
ophthalmia	, ae	NOMcom	Auto. 	opthalmiam	11
Opici		NOMpro	Auto. (Greek)	Opicon	17
opicus	, a, um	ADJqua	 	opicae, opici	21
opifex	, icis	NOMcom	 	opifex, opifices	13
opilio	, nis	NOMcom	 	opilionem, opilioni	13
opime		ADV	Auto. 	opime	6
Opimianum	, i	NOMpro	Auto. 	Opimianum	12
opimitas	, tis	NOMcom	Auto. 	opimitates	13
Opimius	, i	NOMpro	 		12
opimus	, a, um	ADJqua	 	opima, opimis	21
opinatus	, us	NOMcom	 	opinatus	14
opinio	, nis	NOMcom	 	opinionem, opinio	13
opino	, as, are	VER	Auto. 	opino	51
opinor	, re, aris	VER	 	opinor, opinari	5J
opipare		ADV	Auto. 	opipare	6
opiparus	, i	ADJqua	Auto. 	opiparas	2
Opis		NOMpro	Auto. 	Opis, Opim	13
opistographus	, i	NOMcom	Auto. 	opisthographos	12
Opiter		NOMpro	 		13
Opitergium	, i	NOMpro	Auto. 	Opitergii	12
opitulor	, ier, ari	VER	 	opitulari, opitularier	5J
opobalsamum	, i	NOMcom	 	opobalsama	12
oportet	, es, ere	VER	 	oportet, oportere	52
oppango		VER	Auto. 	oppegit	53
oppedo	, ere	VER	 	oppedere	53
opperior	, iris, iri	VER	 (pas de Sous-lemme) 	opperiri, opperiens	5M
oppessulatus	, i	ADJqua	Auto. 	oppessulatas	2
oppeto	, ere	VER	 	oppetere, oppetat	53
Oppia	, ae	NOMpro	 		11
Oppianicus	, i	NOMpro	Auto. 	Oppianicum, Oppianicus	12
oppico	, as, are	VER	 	oppicato	51
oppidani	, i	NOMcom	 =CIVES ALICUIS OPPIDI EXTRA URBEM ROMANI 	oppidanis, oppidani	12
oppidanus1	, i	NOMcom	 	oppidani, oppidanos	12
oppidanus2	, a, um	ADJqua	 	oppidano, oppidanum	21
Oppidius	, i	NOMpro	Auto. 	Oppidius	12
oppido		ADV	 	oppido	60
oppidulum	, i	NOMcom	 	oppidulo	12
oppidum	, i	NOMcom	 	oppidum, oppido	12
oppignero	, as, are	VER	 	oppignerabantur, obpigneraret	51
oppilo	, are	VER	 	oppilatis, oppilare	51
Oppius	, i	NOMpro	Auto. 	Oppius, Oppium	12
oppleo	, es, ere	VER	 	oppletae, oppletas	52
oppono	, is, ere	VER	 	opposuit, opponere	53
opportune		ADV	 	opportune, opportunissime	60
opportunitas	, tis	NOMcom	 	opportunitate, opportunitas	13
opportunus	, a, um	ADJqua	 (pas de Sous-lemme) 	opportuna, opportunum	21
oppositus1	, us	NOMcom	 	oppositus, oppositu	14
oppositus2	, a, um	ADJqua	 =CONTRA POSITVS, OBIECTVS + DATIF (Propre et Figuré) 	opposita, oppositum	21
oppressio	, nis	NOMcom	 	oppressionem, oppressione	13
oppressus	, us	NOMcom	 	oppressu	14
opprimo	, is, ere	VER	 (pas de Sous-lemme) 	oppressa, oppressus	53
opprobrium	, i	NOMcom	 	opprobria, opprobrium	12
oppugnatio	, nis	NOMcom	 	oppugnationem, oppugnatione	13
oppugnator	, is	NOMcom	 	obpugnatores, obpugnatoribus	13
oppugnatorius	, a, um	ADJqua	 		21
oppugno	, as, are	VER	 	oppugnare, oppugnatum	51
ops	, opis	NOMcom	 	opes, opibus	13
Opsius	, i	NOMpro	Auto. 	Opsius	12
optabilis	, is	ADJqua	 	optabile, optabilius	24
optatio	, nis	NOMcom	Auto. 	optationes	13
optato		ADV	Auto. 	optato	6
optatum	, i	NOMcom	 =VOTVM, DESIDERIVM (Sg.,Pl.) 	optatis, optata	12
optatus	, a, um	ADJqua	 =EXPETITVS, OPTABILIS;GRATVS, IVCVNDVS 	optatius, optatissimum	21
optempero	, as, are	VER	Auto. 	optempero	51
optestor	, as, are	VER	Auto. 	optestor	51
optice		NOMcom	 (Greek)		17
opticos		ADJqua	 (Greek)		27
opticus	, a, um	ADJqua	 		21
optimas	, tis	ADJqua	 	optumates	25
optimates	, umatis	NOMcom	 	optimatium, optimates	13
Optimus	, i	NOMpro	Auto. 	Optimi, Optimum	12
optio1	, nis	NOMcom	 	optio, optionem	13
